iter	Passed	Remaining
575	1417	1043
576	1418	1039
577	1420	1036
578	1421	1033
579	1423	1030
580	1426	1028
581	1428	1025
582	1430	1022
583	1431	1019
584	1433	1016
585	1434	1013
586	1436	1010
587	1437	1007
588	1439	1004
589	1441	1001
590	1444	999
591	1445	996
592	1447	993
593	1448	990
594	1450	987
595	1452	984
596	1454	981
597	1456	978
598	1459	976
599	1461	974
600	1462	971
601	1464	968
602	1465	964
603	1467	961
604	1468	958
605	1470	956
606	1472	953
607	1474	950
608	1476	947
609	1477	944
610	1479	941
611	1481	939
612	1482	935
613	1483	932
614	1485	929
615	1487	927
616	1489	924
617	1491	921
618	1493	918
619	1494	916
620	1496	913
621	1498	910
622	1500	907
623	1502	905
624	1504	902
625	1506	900
626	1507	897
627	1509	893
628	1510	890
629	1511	887
630	1512	884
631	1513	881
632	1515	878
633	1518	876
634	1519	873
635	1520	870
636	1521	867
637	1525	865
638	1527	862
639	1528	859
640	1529	856
641	1533	855
642	1534	852
643	1536	849
644	1537	846
645	1540	844
646	1541	841
647	1542	838
648	1544	835
649	1546	832
650	1548	829
651	1549	827
652	1551	824
653	1552	821
654	1553	818
655	1555	815
656	1557	813
657	1559	810
658	1562	808
659	1565	806
660	1567	803
661	1569	801
662	1570	798
663	1572	795
664	1574	792
665	1576	790
666	1579	788
667	1581	786
668	1583	783
669	1585	780
670	1587	778
671	1589	775
672	1591	773
673	1593	770
674	1595	768
675	1597	765
676	1599	763
677	1601	760
678	1603	757
679	1604	755
680	1606	752
681	1609	750
682	1611	748
683	1613	745
684	1615	742
685	1616	739
686	1617	737
687	1620	734
688	1622	732
689	1625	730
690	1627	727
691	1628	725
692	1630	722
693	1632	719
694	1633	716
695	1635	714
696	1637	711
697	1640	709
698	1642	707
699	1643	704
700	1645	701
701	1646	699
702	1648	696
703	1653	695
704	1656	693
705	1657	690
706	1659	687
707	1660	685
708	1663	682
709	1666	680
710	1668	678
711	1671	676
712	1672	673
713	1674	670
714	1675	667
715	1677	665
716	1679	662
717	1681	660
718	1683	657
719	1685	655
720	1687	652
721	1688	650
722	1690	647
723	1692	645
724	1693	642
725	1695	640
726	1699	638
727	1701	635
728	1702	632
729	1704	630
730	1705	627
731	1707	625
732	1708	622
733	1710	619
734	1711	617
735	1715	615
736	1716	612
737	1718	610
738	1720	607
739	1721	604
740	1723	602
741	1724	599
742	1726	597
743	1728	594
744	1731	592
745	1732	589
746	1734	587
747	1735	584
748	1737	582
749	1738	579
750	1741	577
751	1743	574
752	1745	572
753	1746	569
754	1748	567
755	1749	564
756	1750	562
757	1752	559
758	1753	556
759	1755	554
760	1757	551
761	1759	549
762	1761	547
763	1762	544
764	1763	541
765	1765	539
766	1766	536
767	1767	534
768	1769	531
769	1770	528
770	1772	526
771	1774	524
772	1776	521
773	1777	519
774	1779	516
775	1780	513
776	1781	511
777	1783	508
778	1784	506
779	1786	503
780	1788	501
781	1790	499
782	1791	496
783	1793	494
784	1794	491
785	1795	488
786	1797	486
787	1798	483
788	1800	481
789	1802	479
790	1805	476
791	1806	474
792	1808	472
793	1810	469
794	1811	467
795	1813	464
796	1814	462
797	1816	459
798	1818	457
799	1820	455
800	1822	452
801	1823	450
802	1825	447
803	1826	445
804	1828	442
805	1829	440
806	1831	438
807	1834	435
808	1836	433
809	1837	431
810	1839	428
811	1840	426
812	1842	423
813	1843	421
814	1845	418
815	1847	416
816	1850	414
817	1851	412
818	1853	409
819	1854	407
820	1856	404
821	1857	402
822	1859	399
823	1861	397
824	1865	395
825	1866	393
826	1868	390
827	1869	388
828	1871	386
829	1873	383
830	1874	381
831	1876	378
832	1879	376
833	1881	374
834	1882	372
835	1884	369
836	1885	367
837	1886	364
838	1887	362
839	1889	359
840	1890	357
841	1892	355
842	1895	352
843	1896	350
844	1898	348
845	1899	345
846	1900	343
847	1902	340
848	1903	338
849	1905	336
850	1908	334
851	1910	331
852	1911	329
853	1913	327
854	1914	324
855	1916	322
856	1917	319
857	1918	317
858	1920	315
859	1922	313
860	1924	310
861	1926	308
862	1927	306
863	1929	303
864	1930	301
865	1932	298
866	1933	296
867	1935	294
868	1937	292
869	1939	289
870	1941	287
871	1942	285
872	1943	282
873	1945	280
874	1946	278
875	1947	275
876	1949	273
877	1950	271
878	1952	268
879	1955	266
880	1956	264
881	1957	261
882	1959	259
883	1960	257
884	1961	254
885	1963	252
886	1965	250
887	1966	248
888	1969	245
889	1970	243
890	1972	241
891	1973	238
892	1975	236
893	1976	234
894	1978	232
895	1979	229
896	1980	227
897	1982	225
898	1984	222
899	1986	220
900	1987	218
901	1988	216
902	1990	213
903	1992	211
904	1993	209
905	1994	206
906	1996	204
907	1998	202
908	2000	200
909	2001	197
910	2002	195
911	2004	193
912	2005	191
913	2007	188
914	2008	186
915	2009	184
916	2010	182
917	2012	179
918	2014	177
919	2016	175
920	2017	173
921	2019	170
922	2020	168
923	2022	166
924	2023	164
925	2024	161
926	2027	159
927	2030	157
928	2031	155
929	2033	153
930	2035	150
931	2036	148
932	2038	146
933	2039	144
934	2041	141
935	2045	139
936	2046	137
937	2048	135
938	2049	133
939	2050	130
940	2051	128
941	2053	126
942	2054	124
943	2056	121
944	2058	119
945	2060	117
946	2061	115
947	2063	113
948	2064	110
949	2065	108
950	2067	106
951	2068	104
952	2070	102
953	2072	99
954	2075	97
955	2077	95
956	2078	93
957	2080	91
958	2081	88
959	2083	86
960	2084	84
961	2086	82
962	2090	80
963	2091	78
964	2093	75
965	2095	73
966	2096	71
967	2098	69
968	2099	67
969	2101	65
970	2105	62
971	2107	60
972	2109	58
973	2110	56
974	2112	54
975	2113	51
976	2115	49
977	2117	47
978	2120	45
979	2122	43
980	2123	41
981	2125	38
982	2126	36
983	2127	34
984	2128	32
985	2129	30
986	2131	28
987	2133	25
988	2135	23
989	2137	21
990	2138	19
991	2139	17
992	2140	15
993	2142	12
994	2143	10
995	2144	8
996	2145	6
997	2147	4
998	2149	2
999	2150	0
